preventTargetGapPoints,pointsPayerId,userFlaggedDescription,itemPrice,originalMetaBriteQuantityPurchased,pointsNotAwardedReason,barcode,needsFetchReviewReason,originalMetaBriteDescription,userFlaggedBarcode,metabriteCampaignId,partnerItemId,userFlaggedQuantity,originalFinalPrice,pointsEarned,quantityPurchased,originalMetaBriteBarcode,priceAfterCoupon,userFlaggedNewItem,competitorRewardsGroup,receiptid,rewardsGroup,discountedItemPrice,originalMetaBriteItemPrice,itemNumber,targetPrice,needsFetchReview,description,finalPrice,deleted,userFlaggedPrice,competitiveProduct,originalReceiptItemText,brandCode,rewardsProductPartnerId
,,,7.89,,,4540,,,,,1158,,,,1,,,,,600a1a8d0a7214ada2000008,,7.89,,,,,Loose Beets,7.89,,,,268 KNUDSEJUICE BEET,,
,,,8.99,,,,,,,,1159,,,,1,,,,,600a1a8d0a7214ada2000008,,8.99,,,,,269 7UPSODACOOLPACK,8.99,,,,269 7UPSODACOOLPACK,,
,,,0.19,,,,,,,,1160,,,,1,,,,,600a1a8d0a7214ada2000008,,0.19,,,,,270 GRANURO FETTUCCINE,0.19,,,,270 GRANURO FETTUCCINE,,
,,,0.76,,,4090,,,,,1161,,,,1,,,,,600a1a8d0a7214ada2000008,,0.76,,,,,Regular Spinach,0.76,,,,271 GRANORO SP,,
,,,4.49,,,,,,,,1162,,,,1,,,,,600a1a8d0a7214ada2000008,,4.49,,,,,272 LUCCHESEMOZZARLA,4.49,,,,272 LUCCHESEMOZZARLA,,
,,,6.99,,,,,,,,1164,,,,1,,,,,600a1a8d0a7214ada2000008,,6.99,,,,,274 LUCFRZN DSRTVAN,6.99,,,,274 LUCFRZN DSRTVAN,,
,5e825d64f221c312e698a62a,,6.99,,Action not allowed for user and CPG,311111452382,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,1165,,,,1,,,,,600a1a8d0a7214ada2000008,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,,,False,275 MARIE CALLENDERS,MARIE CALLENDER'S,5e825d64f221c312e698a62a
,5e825d64f221c312e698a62a,,6.99,,Action not allowed for user and CPG,311111452382,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,1166,,,,1,,,,,600a1a8d0a7214ada2000008,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,,,False,Z76 MARIECALLENDERS,MARIE CALLENDER'S,5e825d64f221c312e698a62a
,,,5.99,,,,,,,,1167,,,,1,,,,,600a1a8d0a7214ada2000008,,5.99,,,,,277 B&JCHUNKYMONKEY,5.99,,,,277 B&JCHUNKYMONKEY,,
,,,1.49,,,,,,,,1168,,,,1,,,,,600a1a8d0a7214ada2000008,,1.49,,,,,278 SIGHAWAIANSWT,1.49,,,,278 SIGHAWAIANSWT,,
,5e825d64f221c312e698a62a,,6.99,,Action not allowed for user and CPG,311111452382,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,1174,,,,1,,,,,600a1a8d0a7214ada2000008,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,,,,,MARIE CALLENDER'S POT PIE MULTI SERVE,6.99,,,False,276 NARIE CALLENDERS,MARIE CALLENDER'S,5e825d64f221c312e698a62a
,,,5.99,,,,,,,,1175,,,,1,,,,,600a1a8d0a7214ada2000008,,5.99,,,,,277 B&JCHUNKY MONKEY,5.99,,,,277 B&JCHUNKY MONKEY,,
,,,1.49,,,,,,,,1176,,,,1,,,,,600a1a8d0a7214ada2000008,,1.49,,,,,278 SIG HAWAIIAN SVVT,1.49,,,,278 SIG HAWAIIAN SVVT,,
,,,5.79,,,,,,,,1179,,,,1,,,,,600a1a8d0a7214ada2000008,,5.79,,,,,Z8O THOMASPLAINBAGL,5.79,,,,Z8O THOMASPLAINBAGL,,
,,,6.35,,,,,,,,1182,,,,1,,,,,600a1a8d0a7214ada2000008,,6.35,,,,,90% Lean Ground Beef,6.35,,,,283 90%LEANGR BF,,
,,,6.05,,,612669316714,,,,,1183,,,,1,,,,,600a1a8d0a7214ada2000008,,6.05,,,,,Laura's Lean Beef Beef - Ground,6.05,,,,284 9096 LEAN GR BF,LAURA'S LEAN BEEF,
,,,19.96,,,,,,,,1184,,,,1,,,,,600a1a8d0a7214ada2000008,,19.96,,,,,285 JVCHEDDAR,19.96,,,,285 JVCHEDDAR,,
,,,2.42,,,,,,,,1186,,,,1,,,,,600a1a8d0a7214ada2000008,,2.42,,,,,287 NTRED SDLSGRAPES,2.42,,,,287 NTRED SDLSGRAPES,,
,,,1.25,,,,,,,,1192,,,,1,,,,,600a1a8d0a7214ada2000008,,1.25,,,,,293 SIG PASTASHELL SM,1.25,,,,293 SIG PASTASHELL SM,SIGNATURE,
,,,4.98,,,,,,,,1193,,,,1,,,,,600a1a8d0a7214ada2000008,,4.98,,,,,294 SIGVNGRTT,4.98,,,,294 SIGVNGRTT,,
,,,4.98,,,,,,,,1197,,,,1,,,,,600a1a8d0a7214ada2000008,,4.98,,,,,294 SIG VNGRTT,4.98,,,,294 SIG VNGRTT,,
,,,3.75,,,,,,,,1201,,,,1,,,,,600a1a8d0a7214ada2000008,,3.75,,,,,297 SIG PASTA,3.75,,,,297 SIG PASTA,,
,,,12.58,,,,,,,,1202,,,,1,,,,,600a1a8d0a7214ada2000008,,12.58,,,,,298 CHEEZITC,12.58,,,,298 CHEEZITC,,
,559c2234e4b06aca36af13c6,,3.49,,,041129411506,,,,CLASSICO SAUCE,1203,,,17.5,1,,,,,600a1a8d0a7214ada2000008,CLASSICO SAUCE,3.49,,,,,"CLASSICO Pasta Sauce Alfredo Asiago Romano Light, 15 Oz",3.49,,,,299 CLASSICO ALFRD ROM,CLASSICO,559c2234e4b06aca36af13c6
,559c2234e4b06aca36af13c6,,3.49,,,311111603920,,,,CLASSICO SAUCE,1204,,,17.5,1,,,,,600a1a8d0a7214ada2000008,CLASSICO SAUCE,3.49,,,,,CLASSICO SAUCE,3.49,,,False,300 CLASSICO PSTASCE,CLASSICO,559c2234e4b06aca36af13c6
,,,7.98,,,,,,,,1205,,,,1,,,,,600a1a8d0a7214ada2000008,,7.98,,,,,301 NBCCRCKR,7.98,,,,301 NBCCRCKR,,
,,,3.99,,,,,,,,1206,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,302 NBCOREO CKY REG,3.99,,,,302 NBCOREO CKY REG,,
,,,3.99,,,,,,,,1207,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,303 NABISCO RITZCRISP,3.99,,,,303 NABISCO RITZCRISP,NABISCO,
,,,3.99,,,044000043254,,,,,1208,,,,1,,,,,600a1a8d0a7214ada2000008,FRITOS MULTI SERVE,3.99,,,,,RITZ Salsa Verde Corn Toasted Chips,3.99,,,True,304 NBCRITZ TSTD CHPS,RITZ TOASTED CHIPS,5332f5fbe4b03c9a25efd0ba
,5332f5f6e4b03c9a25efd0b4,,3.38,,,048001154049,,,,KNORR RECIPE MIXES,1209,,,33.8,1,,,,,600a1a8d0a7214ada2000008,KNORR RECIPE MIXES,3.38,,,,,Knorr Homestyle Stock Beef Beef Concentrated Broth,3.38,,,,3O5 KNORR BF B,KNORR,5332f5f6e4b03c9a25efd0b4
,5eebc5412455c97a877ef382,,5.49,,Action not allowed for user and CPG,071100006681,,,,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,1210,,,,1,,,,,600a1a8d0a7214ada2000008,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,5.49,,,,,Hidden Valley Original Ranch Salad Dressing 36 Oz,5.49,,,,306 HVR DRESSING,HIDDEN VALLEY,5eebc5412455c97a877ef382
,,,3.99,,,,,,,,1211,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,307: ARROWHEADWATER,3.99,,,,307: ARROWHEADWATER,,
,,,11.97,,,,,,,,1212,,,,1,,,,,600a1a8d0a7214ada2000008,,11.97,,,,,Kettle Corn,11.97,,,,308 KETTLE COR,,
,,,5.29,,,021000065127,,,,KRAFT DRESSING - INDULGENCE,1213,,,,1,,,,,600a1a8d0a7214ada2000008,KRAFT DRESSING - INDULGENCE,5.29,,,,,"KRAFT Indulgence Salad Dressing Blue Cheese, 15 Fl Oz",5.29,,,,30G KRAFT CRM CHS WHPD,KRAFT,559c2234e4b06aca36af13c6
,,,3.49,,,,,,,,1214,,,,1,,,,,600a1a8d0a7214ada2000008,,3.49,,,,,310 LUC EGGS LARGEAA,3.49,,,,310 LUC EGGS LARGEAA,,
,,,7.99,,,,,,,,1215,,,,1,,,,,600a1a8d0a7214ada2000008,,7.99,,,,,O11 LUC CHESE MED CHED,7.99,,,,O11 LUC CHESE MED CHED,CHEESE,
,,,3.19,,,,,,,,1216,,,,1,,,,,600a1a8d0a7214ada2000008,,3.19,,,,,Parmesan Cheese,3.19,,,,312 LUC PARMSAN CHEESE,,
,559c2234e4b06aca36af13c6,,7.99,,,044700098752,,,,LUNCHABLES LUNCH COMBINATIONS - TRAY,1217,,,40.0,1,,,,,600a1a8d0a7214ada2000008,LUNCHABLES LUNCH COMBINATIONS - TRAY,7.99,,,,,LUNCHABLES Lunch Combinations Around The World Mexican Style Chicken Tacos 4.2 OZ,7.99,,,,31A LUC CHESE MEXICAN,LUNCHABLES,559c2234e4b06aca36af13c6
,,,15.98,,,,,,,,1225,,,,1,,,,,600a1a8d0a7214ada2000008,,15.98,,,,,333 FFCHKN ST,15.98,,,,333 FFCHKN ST,,
,,,23.96,,,,,,,,1226,,,,1,,,,OSCAR MAYER SAUSAGE LINK,600a1a8d0a7214ada2000008,,23.96,,,,,334 JD SAUSAGE,23.96,,,True,334 JD SAUSAGE,JIMMY DEAN,559c2234e4b06aca36af13c6
,,,15.98,,,,,,,,1227,,,,1,,,,,600a1a8d0a7214ada2000008,,15.98,,,,,335 KOCHCKNB,15.98,,,,335 KOCHCKNB,,
,,,5.99,,,,,,,,1228,,,,1,,,,,600a1a8d0a7214ada2000008,,5.99,,,,,336 PORKSAUSAGEROLL,5.99,,,,336 PORKSAUSAGEROLL,,
,,,5.99,,,,,,,,1229,,,,1,,,,,600a1a8d0a7214ada2000008,,5.99,,,,,337 PORKSAUSAGERULL,5.99,,,,337 PORKSAUSAGERULL,,
,,,4.99,,,,,,,,1230,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,338 SIGCLAMSHELL50/50,4.99,,,,338 SIGCLAMSHELL50/50,,
,,,2.99,,,,,,,,1231,,,,1,,,,,600a1a8d0a7214ada2000008,,2.99,,,,,Romaine Hearts,2.99,,,,339 ROMAINEHEARTS3CT,,
,,,2.99,,,,,,,,1232,,,,1,,,,,600a1a8d0a7214ada2000008,,2.99,,,,,Roasted Salted Mixed Nuts,2.99,,,,340 RSTD & SALTED NUTS,,
,,,1.49,,,4061,,,,,1233,,,,1,,,,,600a1a8d0a7214ada2000008,,1.49,,,,,Iceberg Lettuce,1.49,,,,341 ICEBERG LETTUCE,,
,,,3.99,,,,,,,,1235,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,Strawberries,3.99,,,,343 STRAWBERRI,,
,,,3.99,,,,,,,,1237,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,345 LITEHSESWTON DRS,3.99,,,,345 LITEHSESWTON DRS,,
,,,3.99,,,,,,,,1238,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,346 LITEHOUSEITALIAN,3.99,,,,346 LITEHOUSEITALIAN,,
,,,6.74,,,,,,,,1240,,,,1,,,,,600a1a8d0a7214ada2000008,,6.74,,,,,348 KITKATBUNN,6.74,,,,348 KITKATBUNN,,
,,,10.48,,,,,,,,1241,,,,1,,,,,600a1a8d0a7214ada2000008,,10.48,,,,,349 CADBURYEGG,10.48,,,,349 CADBURYEGG,,
,,,5.58,,,,,,,,1242,,,,1,,,,,600a1a8d0a7214ada2000008,,5.58,,,,,350 LEGO FRIENDS,5.58,,,,350 LEGO FRIENDS,,
,,,3.49,,,,,,,,1243,,,,1,,,,,600a1a8d0a7214ada2000008,,3.49,,,,,351 LEGD 71026,3.49,,,,351 LEGD 71026,,
,,,2.69,,,,,,,,1248,,,,1,,,,,600a1a8d0a7214ada2000008,,2.69,,,,,423 PREGOPASTA,2.69,,,,423 PREGOPASTA,,
,,,2.49,,,,,,,,1249,,,,1,,,,CLASSICO SAUCE,600a1a8d0a7214ada2000008,,2.49,,,,,424 RAGU PASTAS,2.49,,,True,424 RAGU PASTAS,RAGU,559c2234e4b06aca36af13c6
,,,1.39,,,,,,,,1250,,,,1,,,,,600a1a8d0a7214ada2000008,,1.39,,,,,425 AMBTANGELM,1.39,,,,425 AMBTANGELM,,
,,,1.39,,,,,,,,1252,,,,1,,,,,600a1a8d0a7214ada2000008,,1.39,,,,,427 AMBTANGELH,1.39,,,,427 AMBTANGELH,,
,,,3.99,,,,,,,,1254,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,429 DOLESALAD K,3.99,,,,429 DOLESALAD K,,
,,,3.99,,,,,,,,1255,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,430 DOLESALAD K,3.99,,,,430 DOLESALAD K,,
,,,4.99,,,,,,,,1256,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,431 HDDNVLYDRE,4.99,,,,431 HDDNVLYDRE,,
,,,2.49,,,,,,,,1257,,,,1,,,,CLASSICO SAUCE,600a1a8d0a7214ada2000008,,2.49,,,,,432 RAGU PASTAS,2.49,,,True,432 RAGU PASTAS,RAGU,559c2234e4b06aca36af13c6
,,,1.99,,,,,,,,1258,,,,1,,,,,600a1a8d0a7214ada2000008,,1.99,,,,,433 KROGERSOUR,1.99,,,,433 KROGERSOUR,,
,,,1.79,,,,,,,,1259,,,,1,,,,,600a1a8d0a7214ada2000008,,1.79,,,,,434 BETTYCRKRB,1.79,,,,434 BETTYCRKRB,,
,,,1.79,,,,,,,,1260,,,,1,,,,,600a1a8d0a7214ada2000008,,1.79,,,,,435 BET YCRKRB,1.79,,,,435 BET YCRKRB,,
,,,2.79,,,,,,,,1261,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,436 KRUSTEAZBAK,2.79,,,,436 KRUSTEAZBAK,,
,,,2.79,,,,,,,,1262,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,437 KRUSTEAZMF,2.79,,,,437 KRUSTEAZMF,,
,,,2.79,,,,,,,,1263,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,438 KRUSTEAZMUF,2.79,,,,438 KRUSTEAZMUF,,
,,,2.79,,,,,,,,1264,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,439 KRUSTEAZMUF,2.79,,,,439 KRUSTEAZMUF,,
,,,2.79,,,,,,,,1265,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,440 KRUSTEAZ MUF,2.79,,,,440 KRUSTEAZ MUF,KRUSTEAZ,
,,,2.29,,,,,,,,1266,,,,1,,,,,600a1a8d0a7214ada2000008,,2.29,,,,,441 MLDITLN MTB,2.29,,,,441 MLDITLN MTB,,
,,,2.29,,,,,,,,1267,,,,1,,,,,600a1a8d0a7214ada2000008,,2.29,,,,,442 MLDITLN MTB,2.29,,,,442 MLDITLN MTB,,
,559c2234e4b06aca36af13c6,,5.99,,,311111705006,,,,OSCAR MAYER LUNCH MEAT,1274,,,30.0,1,,,,,600a1a8d0a7214ada2000008,OSCAR MAYER LUNCH MEAT,5.99,,,,,OSCAR MAYER LUNCH MEAT,5.99,,,False,459 OSCM HAM G,OSCAR MAYER,559c2234e4b06aca36af13c6
,559c2234e4b06aca36af13c6,,5.99,,,044700061909,,,,OSCAR MAYER LUNCH MEAT - NATURAL,1276,,,30.0,1,,,,,600a1a8d0a7214ada2000008,OSCAR MAYER LUNCH MEAT - NATURAL,5.99,,,,,"OSCAR MAYER Selects Rotisserie Seasoned Chicken Breast, 9 oz",5.99,,,,460 OSCM CHICKEN,OSCAR MAYER,559c2234e4b06aca36af13c6
,,,0.75,,,,,,,,1278,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,461 TILLAMOOKYO,0.75,,,,461 TILLAMOOKYO,,
,,,0.75,,,,,,,,1280,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,462 TILLAMOOKYO,0.75,,,,462 TILLAMOOKYO,,
,,,0.75,,,,,,,,1282,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,463 TILLAMOOKYO,0.75,,,,463 TILLAMOOKYO,,
,,,0.75,,,,,,,,1284,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,464 TILLAMOOKYO,0.75,,,,464 TILLAMOOKYO,,
,,,0.75,,,,,,,,1286,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,46S TILLAMOOKYO,0.75,,,,46S TILLAMOOKYO,,
,,,3.99,,,,,,,,1288,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,466 KRO HGY ROLLM,3.99,,,,466 KRO HGY ROLLM,,
,,,0.75,,,,,,,,1290,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,467 TILLAMOOKYO,0.75,,,,467 TILLAMOOKYO,,
,,,0.75,,,,,,,,1292,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,468 TILLAMOOKYO,0.75,,,,468 TILLAMOOKYO,,
,,,0.75,,,,,,,,1294,,,,1,,,,,600a1a8d0a7214ada2000008,,0.75,,,,,469 TILLAMOOKYO,0.75,,,,469 TILLAMOOKYO,,
,,,2.79,,,,,,,,1296,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,470 PRSLRSTD GR,2.79,,,,470 PRSLRSTD GR,,
,,,2.79,,,,,,,,1298,,,,1,,,,,600a1a8d0a7214ada2000008,,2.79,,,,,471 PRSLRSTD GR,2.79,,,,471 PRSLRSTD GR,,
,,,4.99,,,,,,,,1300,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,472 SNLPLUSH,4.99,,,,472 SNLPLUSH,,
,,,4.99,,,,,,,,1302,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,47A SNLPLUSH,4.99,,,,47A SNLPLUSH,,
,,,4.99,,,,,,,,1304,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,474 SNLPLUSH,4.99,,,,474 SNLPLUSH,,
,,,4.99,,,,,,,,1306,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,475 SNLPLUSH,4.99,,,,475 SNLPLUSH,,
,,,4.97,,,,,,,,1308,,,,1,,,,,600a1a8d0a7214ada2000008,,4.97,,,,,476 SOUISHMALLOW,4.97,,,,476 SOUISHMALLOW,,
,,,19.99,,,,,,,,1310,,,,1,,,,,600a1a8d0a7214ada2000008,,19.99,,,,,477 E-SHEETS/CO,19.99,,,,477 E-SHEETS/CO,,
,,,19.99,,,,,,,,1312,,,,1,,,,,600a1a8d0a7214ada2000008,,19.99,,,,,47E E-SHEETS/CO,19.99,,,,47E E-SHEETS/CO,,
,,,1.67,,,,,,,,1321,,,,1,,,,,600a1a8d0a7214ada2000008,,1.67,,,,,494 PILLSBURYCA,1.67,,,,494 PILLSBURYCA,,
,,,1.66,,,,,,,,1323,,,,1,,,,,600a1a8d0a7214ada2000008,,1.66,,,,,495 PILLSBURY CA,1.66,,,,495 PILLSBURY CA,PILLSBURY,
,5332f5fbe4b03c9a25efd0ba,,1.29,,Action not allowed for user and CPG,511111901587,,,,,1325,,,,1,,,,,600a1a8d0a7214ada2000008,,1.29,,,,,RICE-A-RONI,1.29,,,False,496 RICEA RONI,RICE-A-RONI,5332f5fbe4b03c9a25efd0ba
,,,6.99,,,,,,,,1329,,,,1,,,,,600a1a8d0a7214ada2000008,,6.99,,,,,498 TLMK CHEESE,6.99,,,,498 TLMK CHEESE,TILLAMOOK,
,,,6.99,,,,,,,,1331,,,,1,,,,,600a1a8d0a7214ada2000008,,6.99,,,,,499 TLMK CHEESE,6.99,,,,499 TLMK CHEESE,TILLAMOOK,
,,,4.99,,,,,,,,1333,,,,1,,,,T.G.I. FRIDAY'S FROZEN APPETIZER,600a1a8d0a7214ada2000008,,4.99,,,,,500 TYSON CHICKE,4.99,,,,500 TYSON CHICKE,TYSON,
,,,4.99,,,,,,,,1335,,,,1,,,,T.G.I. FRIDAY'S FROZEN APPETIZER,600a1a8d0a7214ada2000008,,4.99,,,,,501 TYSON CHICKE,4.99,,,,501 TYSON CHICKE,TYSON,
,,,4.99,,,,,,,,1339,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,503 BRCRK SOUP M,4.99,,,,503 BRCRK SOUP M,BEAR CREEK COUNTRY KITCHENS,
,,,4.99,,,,,,,,1341,,,,1,,,,,600a1a8d0a7214ada2000008,,4.99,,,,,504 BRCRKSOUP M,4.99,,,,504 BRCRKSOUP M,,
,,,11.99,,,,,,,,1343,,,,1,,,,,600a1a8d0a7214ada2000008,,11.99,,,,,SOS PFCHNGCHCK,11.99,,,,SOS PFCHNGCHCK,,
,,,5.49,,,,,,,,1349,,,,1,,,,,600a1a8d0a7214ada2000008,,5.49,,,,,508 KRO HMSTYLE,5.49,,,,508 KRO HMSTYLE,,
,,,17.15,,,,,,,,1351,,,,1,,,,,600a1a8d0a7214ada2000008,,17.15,,,,,Boneless Chuck Roast,17.15,,,,5O9 CHUCK ROAST,,
,,,13.91,,,,,,,,1353,,,,1,,,,,600a1a8d0a7214ada2000008,,13.91,,,,,STO CHUCK ROAST,13.91,,,,STO CHUCK ROAST,,
,,,5.09,,,,,,,,1355,,,,1,,,,,600a1a8d0a7214ada2000008,,5.09,,,,,Ribeye Steak,5.09,,,,511 RIB STEAK,,
,,,4.97,,,,,,,,1357,,,,1,,,,,600a1a8d0a7214ada2000008,,4.97,,,,,Ribeye Steak,4.97,,,,5I2 RIB STEAK,,
,,,3.99,,,,,,,,1359,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,5I3 BED PIL/PADS,3.99,,,,5I3 BED PIL/PADS,PILLSBURY,
,,,1.24,,,,,,,,1368,,,,1,,,,,600a1a8d0a7214ada2000008,,1.24,,,,,CHIOBANANAS,1.24,,,,CHIOBANANAS,,
,,,2.99,,,,,,,,1370,,,,1,,,,,600a1a8d0a7214ada2000008,,2.99,,,,,HVCAGEFREE LGWHT,2.99,,,,HVCAGEFREE LGWHT,,
,,,0.54,,,,,,,,1371,,,,1,,,,,600a1a8d0a7214ada2000008,,0.54,,,,,HYV LFBLACKCHERRY,0.54,,,,HYV LFBLACKCHERRY,,
,,,0.54,,,,,,,,1372,,,,1,,,,,600a1a8d0a7214ada2000008,,0.54,,,,,HYVLFORANGECREAM,0.54,,,,HYVLFORANGECREAM,,
,,,0.54,,,,,,,,1373,,,,1,,,,,600a1a8d0a7214ada2000008,,0.54,,,,,HYV LFPEACHYOGURT,0.54,,,,HYV LFPEACHYOGURT,,
,,,1.08,,,,,,,,1374,,,,1,,,,,600a1a8d0a7214ada2000008,,1.08,,,,,HYVLFVANILLAYOGUR,1.08,,,,HYVLFVANILLAYOGUR,,
,,,3.99,,,,,,,,1375,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,Whole Milk,3.99,,,,SASSYCOVN1 MILK,,
,,,5.96,,,,,,,,1376,,,,1,,,,,600a1a8d0a7214ada2000008,,5.96,,,,,ORE-IDAGOLDENTATER,5.96,,,,ORE-IDAGOLDENTATER,,
,,,2.99,,,,,,,,1377,,,,1,,,,,600a1a8d0a7214ada2000008,,2.99,,,,,CARD SYMPTHYHALLMAI,2.99,,,,CARD SYMPTHYHALLMAI,,
,,,3.49,,,,,,,,1378,,,,1,,,,,600a1a8d0a7214ada2000008,,3.49,,,,,GHRRDLMIDNIGHTREV,3.49,,,,GHRRDLMIDNIGHTREV,,
,559c2234e4b06aca36af13c6,,0.89,,,021000026999,,,,KRAFT SANDWICH SPREAD,1379,,,4.5,1,,,,,600a1a8d0a7214ada2000008,KRAFT SANDWICH SPREAD,0.89,,,,,"KRAFT Sandwich Spread, 15.0 FL OZ",0.89,,,,SP BTRKERNELWHOLE KR,KRAFT,559c2234e4b06aca36af13c6
,,,1.76,,,,,,,,1380,,,,1,,,,,600a1a8d0a7214ada2000008,,1.76,,,,,CMPBLLSCRMMUSHRM,1.76,,,,CMPBLLSCRMMUSHRM,,
,,,3.49,,,,,,,,1381,,,,1,,,,,600a1a8d0a7214ada2000008,,3.49,,,,,FMSDAVESPCYPICKLE,3.49,,,,FMSDAVESPCYPICKLE,,
,,,3.99,,,041500220208,,,,,1382,,,,1,,,,,600a1a8d0a7214ada2000008,,3.99,,,,,FRNC ONN FRD RNG CAN 6 OZ,3.99,,,,FRENCHS ORIG FRIED,FRENCH'S,559c2234e4b06aca36af13c6
,,,1.99,,,,,,,,1383,,,,1,,,,,600a1a8d0a7214ada2000008,,1.99,,,,,56.65RAWSUNFLOVVER NU,1.99,,,,56.65RAWSUNFLOVVER NU,,
,,,1.16,,,4066,,,,,1384,,,,1,,,,,600a1a8d0a7214ada2000008,,1.16,,,,,Green Beans,1.16,,,,HYVFRSTYLE GRN BEA,,
,,,1.99,,,021000701445,,,,KRAFT DRESSING,1385,,,,1,,,,,600a1a8d0a7214ada2000008,KRAFT DRESSING,1.99,,,,,KRAFT Roasted Red Pepper Italian Salad Dressing - 16oz,1.99,,,,KRAFT TALIAN RSTD,KRAFT,559c2234e4b06aca36af13c6
,,,6.89,,,,,,,,1017,,,,1,,,,,600afbd90a720f053500000b,,6.89,,,,,EMIL S SAUSAGE MUSHROOM PIZZA,6.89,,,,EMIL S SAUSAGE MUSHROOM PIZZA,,
,,,9.39,,,,,,,,1020,,,,3,,,,,600afbd90a720f053500000b,,9.39,,,,,KLARBRUNN 12PK 12 FL OZ,9.39,,,,KLARBRUNN 12PK 12 FL OZ,,
,5332f5f6e4b03c9a25efd0b4,,23.16,,,076840580750,,,,BEN AND JERRYS ICE CREAM,1023,,,231.6,4,,,,,600afbd90a720f053500000b,BEN AND JERRYS ICE CREAM,23.16,,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,23.16,,,,BEN & JERRY.S CHUNKY MONKEY PINT,BEN AND JERRYS,5332f5f6e4b03c9a25efd0b4
,,,4.25,,,815473013279,,,,,1026,,,,1,,,,,600afbd90a720f053500000b,,4.25,,,,,Borden 2% Reduced Fat Milk,4.25,,,,"BORDEN 2% MITK, 1/2 GAL",BORDEN,
,550b2565e4b001d5e9e4146f,,7.96,,,036000391718,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",1029,,,79.6,2,,,,,600afbd90a720f053500000b,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",7.96,,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,7.96,,,,KLEENEX TRUSTED CARE FACIA1 TISSUES,KLEENEX,550b2565e4b001d5e9e4146f
,5332f5f6e4b03c9a25efd0b4,,17.01,,,076840580750,,,,BEN AND JERRYS ICE CREAM,1032,,,170.1,3,,,,,600afbd90a720f053500000b,BEN AND JERRYS ICE CREAM,17.01,,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,17.01,,,,BEN & JERRY S CHUNKY MONKEY PINT,BEN AND JERRYS,5332f5f6e4b03c9a25efd0b4
,,,10.99,,,4562,,,,,1037,,,,1,,,,,600afbd90a720f053500000b,,10.99,,,,,Loose Carrots,10.99,,,,GMILLSLCKY CART,,
